text,label
obtained credentials for pivoting with Mimikatz,T1078
detect memory dumps of the lsass process,T1003.001
OS Credential Dumping: LSASS Memory,T1003.001
had been archived,T1027
encrypted copy,T1027
encrypting the base encryption key with RSA (with a hard-coded 1024-byte public key) and encoding it in Base64.,T1027
uploaded.,T1041
Exfiltration Over C2 Channel,T1041
to run bruteforcing offline.,T1110
SysUpdate and HyperBro backdoors were installed,T1105
"push Polar ransomware to computers and run it,",T1105
Three files are sent to the victim's computer:,T1105
obtained the credentials of a domain administration at headquarters,T1078
account of the compromised domain admin,T1078
Valid Accounts: Domain Accounts,T1078
"is a .NET DLL library (compiled on April 29, 2020) imported when GDFInstall.exe is run",T1036.005
XOR decrypted with key ABCSCDFRWFFSDJJHGYUOIj.,T1140
decoded with Base64,T1140
decrypts a third component,T1140
decrypted and decoded version,T1140
Deobfuscate/Decode Files or Information,T1140
payload and intermediate library are deleted before completion,T1070.004
deletes the intermediate DLL library and encrypted ransomware,T1070.004
del,T1070.004
del,T1070.004
yielding a PE file that is loaded and run in memory with .NET.,T1027
wmic,T1047
Windows Management Instrumentation,T1047
wmic,T1059.003
"""cmd.exe",T1059.003
Command and Scripting Interpreter: Windows Command She Will,T1059.003
looks for,T1057
list of connected disks and starts recursive traversal of directories,T1083
sends an HTTP POST request with the name of the victim's computer to a server,T1071.001
T1071 Application Layer Protocol: Web Protocols,T1071.001
SCHTASKS /Create,T1053.005
schtasks /run,T1053.005
Scheduled Task/Job: Scheduled Task,T1053.005
Scheduled Task/Job: Scheduled Task,T1053.005
Exploit Public-Facing Application,T1190
Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,T1547.001
Valid Accounts: Default Accounts,T1078
System Information Discovery,T1082
Lateral Tool Transfer,T1570
Data from Local System,T1005
Encrypted Channel: Symmetric Cryptography,T1573.001
Unpacked file names,T1027
obfuscation of the GuLoader shellcode and payloads,T1027
to download additional malicious files,T1105
subsequently download Remcos on the target system,T1105
:taking full control of the infected machinerecording keystrokes in real time with,T1056.001
The second shellcode revealed after the unpacking algorithm finished processing,T1027
this executable is an archive that can be unpacked with the help of 7zip,T1027
"Once we unpack the file, we can see several elements, as well as directories typical for NSIS:",T1027
It is unpacked,T1027
This packer has been around for many years,T1027
Then the functions are used to load and decrypt the payload.,T1140
The decryption function is custom,T1140
custom decryption algorithm is being applied on the buffer,T1140
The algorithm used for the buffer decryption differs across the samples.,T1140
This shellcode is used for decrypting,T1140
the key that will be used for the decryption is prepared.,T1140
After the PE is decrypted,T1140
we can see decryption of the next stage with the help of a custom algorithm,T1140
It contains a very similar function dedicated to decrypting and loading the final payload,T1140
"Both of them are encrypted,",T1027
loading the final payload (PE file) from the third of the encrypted files.,T1027
The authors used several common techniques to obfuscate this process.,T1027
passing the path to the encrypted component as a parameter.,T1027
obfuscating malicious elements.,T1027
"As before, they are resolved by their hashes.",T1027
"Then, a function defined by its hash is retrieved (using the same hashing algorithm that was used to retrieve imports from normally loaded DLLs):",T1027
"By extracting the syscalls, and executing them manually, the malware can use the API of the operating system, without a need of calling functions from the DLL.",T1027
functions has been resolved by their hashes.,T1027
The hashing function used for import resolving,T1027
"By extracting the syscalls, and executing them manually, the malware can use the API of the operating system,",T1106
"using low level APIs: NtCreateSection, NtMapViewOfSection",T1106
"Functions are always the same – dedicated to reading the file from the disk: CreateFileW, GetTempPathW, lstrcatW, ReadFile, VirtualAlloc, GetTempPathW.",T1106
The function GetTempPathW is used,T1106
"The low-level functions, directly related with performing the injection, are called via raw syscalls",T1106
PE injection,T1055
The payload is implanted into a newly created suspended process (a new instance of the current executable) using one of the most popular techniques of PE injection: Process Hollowing,T1055
"a second, encrypted component, which carries the payload.",T1027
a check against blacklisted processes.,T1057
distributing phishing emails containing malicious files,T1566.001
it attempts to establish a connection with the remote server to retrieve the subsequent component of the attack,T1105
a malicious template file is downloaded and executed,T1105
to trigger the retrieval of the final stage payload,T1105
This enables the document to fetch the .dotm file from the remote server required for further actions,T1105
Upon opening the malicious document,T1204.002
an obfuscated VBA macro,T1027
“cmd /c,T1059.003
"the Windows Registry or NTFS Extended Attributes to hide their data,",T1112
hide a second stage payload in registry transaction files,T1112
"perform a number of changes on the filesystem or registry,",T1112
to store and retrieve binary data with the Windows API.,T1106
It provides applications with API functions—available,T1106
accessible through API functions.,T1106
opened with the CreateLogFile() API,T1106
using the clfsw32.dll API function,T1106
This function is patched using Microsoft Detours—a publicly available library used for instrumenting Win32 functions—so,T1106
resolves the function address for the ServiceMain export function,T1106
via the API CreateFileTransactedA(),T1106
via the API NtCreateSection(),T1106
Malware Obfuscation,T1027
most of the strings used by PRIVATELOG and STASHLOG are obfuscated,T1027
each string is therefore encrypted with a unique byte stream.,T1027
relies on XOR’ing each byte with a hard-coded,T1027
the control flow obfuscation.,T1027
"In addition to containing obfuscated strings, the installer’s code is protected using various control flow obfuscation techniques that make static analysis cumbersome",T1027
